RegionID,RegionName,StateName,SizeRank,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
32999,Mountain View,California,535,748300.0,666500.0,654400.0,652600.0,677200.0,722000.0,703300.0,716400.0,713900.0,682300.0,682300.0,662300.0,667400.0,654900.0,672900.0,724800.0,779100.0,777300.0,818800.0,816400.0,815300.0,763100.0,776600.0,779500.0,798600.0,773500.0,784400.0,763700.0,738700.0,746500.0,780900.0,853500.0,851800.0,846600.0,825800.0,868600.0,871900.0,929000.0,912100.0,974500.0,919000.0,912200.0,888300.0,937000.0,999000.0,1063800.0,1074400.0,1089200.0,1037300.0,1088500.0,1088800.0,1112700.0,1122200.0,1189500.0,1217800.0,1194500.0,1194900.0,1224800.0,1289900.0,1256800.0,1285600.0,1199200.0,1241000.0,1212000.0,1296600.0,1271700.0,1256900.0,1211700.0,1242800.0,1273800.0,1326100.0,1334000.0,1335600.0,1306500.0,1284600.0,1286900.0,1344000.0,1404600.0,1432200.0,1427600.0,1382700.0,1341400.0,1362200.0,1327200.0,1458100.0,1507400.0,1663100,1672600,1682100,1623000,1588000,1585300,1556800,1637800,1709000,1671300,1471800,1273700,1371800,1444000.0,1557700.0,1506000.0,1547300.0,1491700.0,1559100.0,1610700.0,1705200.0,1636300.0,1548700.0,1479000.0,1534100.0
16785,Apex,North Carolina,538,216100.0,214900.0,208800.0,205000.0,198800.0,210000.0,215000.0,225600.0,224300.0,200500.0,190300.0,189900.0,212900.0,223000.0,213700.0,210000.0,214500.0,225100.0,227500.0,218900.0,211500.0,208600.0,220500.0,219000.0,216300.0,208700.0,219300.0,226700.0,238500.0,236100.0,239300.0,247300.0,251700.0,254500.0,245600.0,252200.0,244500.0,248500.0,243700.0,251200.0,251200.0,253000.0,256400.0,257900.0,262300.0,260800.0,263000.0,254300.0,259100.0,261800.0,275800.0,278900.0,279800.0,282000.0,283800.0,283400.0,283400.0,275800.0,281600.0,283600.0,304600.0,306900.0,307600.0,292100.0,291700.0,294100.0,302200.0,304200.0,309600.0,297500.0,298600.0,293500.0,310600.0,308000.0,313500.0,315900.0,318500.0,320700.0,317600.0,321500.0,318400.0,320200.0,318200.0,320400.0,324700.0,326500.0,326400,322600,325900,330100,335400,336600,336700,340200,336100,350900,353000,363000,354100,345900.0,346900.0,340800.0,347300.0,344600.0,346900.0,342100.0,339100.0,343500.0,347600.0,351700.0,351000.0
53360,Missouri City,Texas,542,161000.0,168900.0,174900.0,175200.0,166300.0,155400.0,164600.0,167400.0,168200.0,170100.0,164100.0,160600.0,157300.0,172500.0,180000.0,180300.0,171900.0,176200.0,181300.0,183500.0,176600.0,174800.0,174100.0,179800.0,176000.0,175200.0,171000.0,177800.0,180100.0,188100.0,189400.0,194700.0,197200.0,199200.0,203600.0,210000.0,207400.0,204100.0,199100.0,202200.0,202400.0,210800.0,211700.0,220300.0,220600.0,227500.0,230600.0,227900.0,221100.0,228500.0,224400.0,227400.0,219900.0,225600.0,237400.0,235400.0,237900.0,228900.0,227500.0,224000.0,227900.0,232700.0,237900.0,237600.0,236400.0,232400.0,226100.0,225100.0,221300.0,227200.0,226100.0,227600.0,232000.0,248000.0,257400.0,250800.0,234200.0,227800.0,230400.0,226900.0,228400.0,226600.0,230800.0,234700.0,238100.0,238200.0,239500,239700,243300,237800,237900,229000,229100,226600,231000,233600,237300,246800,245700,245700.0,237900.0,240000.0,242100.0,245800.0,247800.0,243700.0,238900.0,239300.0,243100.0,255000.0,252700.0
47379,Richmond,Texas,547,157700.0,158600.0,158300.0,152600.0,158000.0,155100.0,154100.0,155100.0,159600.0,160400.0,168200.0,162800.0,164700.0,153500.0,155900.0,156000.0,159000.0,161400.0,162500.0,161900.0,169700.0,168100.0,173000.0,164100.0,169700.0,171100.0,177000.0,180400.0,180400.0,179800.0,178100.0,180800.0,182900.0,183800.0,182400.0,184700.0,184400.0,186100.0,184400.0,188600.0,191300.0,198300.0,193400.0,195000.0,197100.0,206200.0,212000.0,214600.0,218100.0,218400.0,220500.0,218100.0,219400.0,218000.0,220100.0,224800.0,225500.0,224900.0,221700.0,218500.0,219200.0,217800.0,221000.0,220700.0,221800.0,225000.0,229500.0,229900.0,228200.0,224500.0,228500.0,233000.0,235900.0,239300.0,241100.0,241000.0,236900.0,232000.0,228900.0,229000.0,231600.0,236000.0,234300.0,235800.0,236200.0,236700.0,236100,237800,242100,244300,244000,242400,242500,245500,245300,241600,240500,245700,245400,248400.0,246000.0,249900.0,248500.0,249600.0,254300.0,251200.0,258500.0,253800.0,257700.0,250200.0,253200.0
13213,Pasco,Washington,548,152800.0,152400.0,153200.0,153300.0,147400.0,144000.0,145300.0,150800.0,155600.0,158300.0,155800.0,151800.0,149000.0,149700.0,151100.0,158200.0,162300.0,161800.0,158500.0,154900.0,159800.0,161800.0,164900.0,167000.0,168100.0,166000.0,160700.0,156700.0,157000.0,159300.0,161900.0,164100.0,163900.0,164000.0,171200.0,171000.0,165800.0,156300.0,159500.0,165000.0,170500.0,167700.0,169200.0,166900.0,170900.0,173000.0,177400.0,173900.0,171100.0,163900.0,166900.0,176800.0,179700.0,183700.0,177300.0,181700.0,179000.0,182800.0,184100.0,185900.0,186500.0,190500.0,191900.0,192300.0,191600.0,192200.0,191300.0,190500.0,193000.0,194700.0,194700.0,198600.0,201100.0,208100.0,208600.0,212000.0,214300.0,214700.0,214600.0,213400.0,212000.0,214700.0,224200.0,230500.0,229500.0,227200.0,227800,235600,229200,232600,237200,247300,250900,246000,243800,246800,254800,258500,258800,256700.0,261400.0,265900.0,270600.0,271100.0,274000.0,277500.0,282200.0,284800.0,282000.0,276800.0,274000.0
10727,Casa Grande,Arizona,551,84400.0,80400.0,80000.0,81100.0,80800.0,79400.0,75100.0,74700.0,73500.0,77100.0,79600.0,86100.0,90200.0,89700.0,87600.0,83900.0,88100.0,88100.0,95800.0,95100.0,101400.0,99000.0,103400.0,101900.0,106900.0,104300.0,111200.0,110500.0,117200.0,116400.0,116800.0,118100.0,118900.0,120800.0,119100.0,123600.0,124800.0,126300.0,120400.0,120200.0,119700.0,119600.0,120500.0,114000.0,115100.0,112400.0,121800.0,123800.0,137700.0,139700.0,141500.0,131800.0,132200.0,134300.0,136000.0,131900.0,124800.0,125600.0,124600.0,130600.0,136300.0,135900.0,136500.0,131700.0,137900.0,136000.0,135800.0,137800.0,143500.0,144100.0,146300.0,146900.0,150400.0,147300.0,148600.0,149200.0,158300.0,158200.0,158600.0,154200.0,153700.0,159700.0,159800.0,164700.0,160300.0,163800.0,162700,165300,166800,170500,172200,172100,172200,173900,176100,175500,174500,174000,176900,174500.0,180900.0,180400.0,184600.0,182700.0,181900.0,189000.0,189300.0,198400.0,200800.0,205900.0,207600.0
20337,San Ramon,California,558,640300.0,616500.0,619800.0,585400.0,558300.0,548400.0,549800.0,587900.0,590400.0,598300.0,557600.0,565800.0,545100.0,566100.0,530400.0,551500.0,554400.0,583100.0,594800.0,632400.0,644600.0,638200.0,612200.0,620600.0,647000.0,674900.0,690600.0,707700.0,715600.0,738600.0,756100.0,793300.0,781500.0,763500.0,730900.0,742700.0,761300.0,777400.0,787200.0,797000.0,787400.0,776700.0,765600.0,769300.0,781900.0,791900.0,782400.0,770700.0,760200.0,789000.0,788000.0,794700.0,790400.0,800900.0,820100.0,831700.0,851400.0,866100.0,871400.0,879800.0,877900.0,869600.0,841500.0,826200.0,834500.0,848900.0,867300.0,844800.0,857700.0,845100.0,868800.0,874500.0,885800.0,870600.0,879100.0,895200.0,906700.0,891700.0,863100.0,885500.0,878700.0,892500.0,882000.0,900300.0,915600.0,932700.0,947400,955000,960900,980700,988900,994400,987300,1011900,1041700,1032400,1049500,1025900,1033200,994600.0,982600.0,1007000.0,1005500.0,1015600.0,990500.0,994800.0,985800.0,1025500.0,1014800.0,1002700.0,976800.0
398360,Town of Poughkeepsie,New York,567,192800.0,187600.0,185400.0,200800.0,195400.0,196800.0,184900.0,198800.0,201100.0,214200.0,205800.0,199600.0,184100.0,184000.0,176200.0,180200.0,184900.0,189300.0,188000.0,181000.0,190800.0,189800.0,190200.0,189000.0,187400.0,182900.0,177100.0,176900.0,179400.0,172700.0,176700.0,177000.0,181900.0,188400.0,190100.0,189500.0,181400.0,184900.0,196300.0,202400.0,203600.0,189900.0,183400.0,173700.0,175600.0,175400.0,178700.0,178700.0,185300.0,185600.0,190400.0,186400.0,195800.0,201400.0,207800.0,209100.0,200900.0,191900.0,184600.0,184200.0,184300.0,184100.0,181900.0,182000.0,175200.0,177000.0,167100.0,170500.0,184900.0,193700.0,195700.0,183400.0,171900.0,161700.0,153900.0,166300.0,176100.0,185200.0,193700.0,195400.0,208200.0,207900.0,211900.0,201200.0,206400.0,216200.0,216300,219700,209600,215200,208700,218000,219500,227900,226600,232800,216900,215800,214500,227200.0,223100.0,224800.0,225400.0,229500.0,233500.0,243100.0,246100.0,237200.0,224500.0,227600.0,239100.0
26561,Plymouth,Minnesota,570,242600.0,225400.0,203800.0,229000.0,218300.0,227500.0,238800.0,255400.0,260000.0,242700.0,236400.0,227700.0,245000.0,249500.0,257800.0,250300.0,239500.0,243900.0,246700.0,252800.0,250700.0,255800.0,255200.0,263100.0,260200.0,250800.0,241900.0,245500.0,261800.0,264200.0,266300.0,267400.0,272600.0,274000.0,277400.0,275900.0,283000.0,287500.0,276800.0,273300.0,260800.0,276100.0,269600.0,279700.0,279500.0,292200.0,295000.0,290100.0,289700.0,280800.0,291200.0,282300.0,290200.0,287000.0,292900.0,287900.0,289300.0,285900.0,302500.0,302800.0,307500.0,296500.0,296300.0,294200.0,293600.0,297800.0,301900.0,303200.0,295000.0,292500.0,288400.0,298100.0,296000.0,311400.0,312400.0,324900.0,317100.0,317100.0,318600.0,328200.0,337400.0,338000.0,338400.0,348200.0,346700.0,349900.0,369800,377100,380500,353900,352000,340200,335200,342300,334100,327100,327600,324400,335600,322700.0,348400.0,352400.0,360900.0,363900.0,364100.0,376500.0,368600.0,366100.0,357300.0,362000.0,360200.0
17008,Bethlehem,Pennsylvania,572,152100.0,162600.0,156200.0,147400.0,133300.0,132300.0,132300.0,128200.0,128100.0,133600.0,142800.0,147100.0,147500.0,139900.0,134300.0,133800.0,136900.0,141800.0,144700.0,142900.0,138000.0,136800.0,139600.0,149500.0,139600.0,136500.0,129400.0,140900.0,141800.0,141400.0,142800.0,140400.0,142400.0,139000.0,138500.0,147100.0,149100.0,150600.0,144100.0,132800.0,135300.0,133100.0,146100.0,138800.0,139100.0,138000.0,143300.0,142600.0,139400.0,143900.0,147900.0,151600.0,149300.0,147200.0,147200.0,151100.0,151400.0,147100.0,146400.0,147400.0,153800.0,154900.0,152200.0,147000.0,144200.0,148000.0,150800.0,151200.0,151900.0,152700.0,157500.0,153900.0,153400.0,150000.0,147800.0,146100.0,146900.0,154100.0,156300.0,161600.0,161600.0,165100.0,162200.0,165000.0,175800.0,174700.0,181700,175900,177900,169600,164700,162400,160500,165600,168700,171800,167300,176600,178900,179300.0,174200.0,169600.0,174100.0,171600.0,176800.0,174600.0,179900.0,180300.0,184800.0,185300.0,195700.0
