,RegionID,RegionName,StateName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
1024,45191,Eureka,California,1025,219600,215800,235400,230900,247200,240100,233200,226700,208300,208600,207800,211300,214100,185400,197300,198500,226800,219600,232000,218300,222700,211300,210900,205300,196900,206500,206100,210400,198400,207000,200700,192000,182300,194800,215000,219500,202000,188100,194700,214200,221700,224400,218200,212900,207800,218300,221200,224000,215800,220300,208100,209800,208900,226900,227500,229400,216200,217000,228400,238700,237500,224500,224300,224400,219400,219100,221400,227400,230100,232300,235200,246900,234000,234600,222100,235000,237200,235200,248100,249800,262100,252600,252600,245000,249500,258600,265400,265600,262100,261400,264300,267900,273600,271700,280900,285300,273800,262100,258600,273600,282600,269100,271600,270100,278100,277500,277000,281800,283500,284500,280800,283600,292600,296900,287100,275200,268500,276100,290800,306700,301300,297100,
1025,37576,Brighton,Michigan,1026,,,,,,,148200,148800,152900,161100,151200,154600,155100,173500,178000,165400,162100,162100,175800,165300,154000,161100,168600,168100,169500,170100,174500,175800,169900,170700,160900,167300,177300,171400,171300,167500,183500,195000,198000,180100,183600,188100,203800,200600,200400,199400,198000,195900,196400,195000,196900,197300,196800,193300,191300,203600,207600,216700,222400,231600,235700,220300,214100,202800,216300,220400,228400,226100,226900,227200,225600,217200,212600,222500,234200,246600,232300,229700,235600,243300,246200,235100,233900,242900,253500,271200,270300,269100,256700,259100,260500,253300,250200,246200,258000,252100,251100,246000,259900,264200,271300,271600,270700,267800,269400,279500,273100,275000,273500,290200,286800,277500,275000,275600,280500,272000,274900,284000,287600,287900,292500,300400,308800
1026,32048,Hinesville,Georgia,1027,114200,115300,114600,111200,111900,110000,101900,96500,97600,97800,98500,99400,98500,97200,97800,104300,105200,102900,95100,97800,98400,101900,108700,108400,107200,100500,108300,113400,110500,100700,99600,99500,96000,94000,94300,98200,96100,91200,88000,88700,88700,90200,88500,84100,86900,87600,95900,96500,95600,96800,96800,95600,92600,92300,98800,96000,96600,95500,98700,97700,91100,89000,86600,92100,93300,91200,86600,85900,89100,92800,93600,92900,91900,88900,90400,88300,93300,95600,96000,96200,92600,92800,109500,111000,114800,93000,104700,103100,108500,99300,99500,102700,102700,101200,111800,110400,114400,109000,112200,112300,118000,117200,119500,108200,105800,104500,117400,122200,122400,117100,121000,127000,123600,124400,122500,122700,116700,115500,128200,132000,130700,122600,135700
1027,27079,Sherman,Texas,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95600,95000,96400,88500,99900,102100,108900,98800,103400,108300,114200,116300,118200,113800,120700,126400,122200,116800,106900,121100,121800,121300,124200,121200,123600,118500,120600,126400,124700,131600,133700,137900,134500,137100,141700,147500,147200,148800,149200,141200,143900,140300,140300,129200,136300,136800,142500,149200,153400,172400,166300,172700,164500,177100,184300,190000,175200,173200,164900,172400,167600,173100,173100,182200,182200,180000,179400,180600,173500,180900,180500,199400,178000,180700,177000,188400,184000,176700
1028,46503,Mentor,Ohio,1029,,,,,,,125700,129600,126200,123600,128200,127100,130300,116700,120700,119900,127600,131100,131400,131500,130900,138100,132500,130900,120500,133200,126100,131600,132100,133900,128800,122500,120000,125700,127600,136400,141100,140300,142300,140100,137600,133100,135900,136400,141300,140500,134100,134000,142400,158100,135800,111100,110600,131800,142600,137200,138100,132400,134400,133200,134500,128300,117300,113300,119200,134900,142200,145700,138100,140500,131200,130900,126800,128700,132600,131600,134600,133000,141000,143100,145900,151300,140100,139700,135300,148100,151900,156300,154900,154100,152200,152800,152100,150700,151800,157600,161000,174400,162000,161000,146200,157400,153000,155000,151700,144600,143500,141300,169600,172900,180600,166700,162500,153000,154100,160800,170000,153700,148700,136600,153900,161100,180800
1029,53028,London,Kentucky,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131600,138200,137300,139800,136200,132200,129300,134700,143100,151900,148000,143700,135500,129800,144700,137800,144900,131500,134300,128700,128000,122000,124200,126400,133100,128900,126000,137600,145100,152100,137200,135400,137500,141300,143500,145200,153500,157700,154600,151800,142500,142500,142500,156800,154200
1030,55433,Dekalb,Illinois,1031,138700,143400,151100,153800,149000,147600,145300,132900,124200,114700,124000,124000,138900,143600,147900,122300,105400,107600,125000,131200,123300,122700,128700,120700,111900,103200,104200,102500,100100,104900,104500,108400,105900,110000,96300,97100,102500,103400,97000,84900,89100,97500,107600,115400,118000,113700,108000,108200,111600,113100,118600,122000,121800,114900,118800,123100,124500,119300,121400,121900,128600,128400,127300,125400,131800,131400,125900,116900,117800,118300,121200,120100,122700,121600,125600,117400,118700,121100,121400,121700,113500,117400,116000,125800,120100,123300,115800,122700,121500,124100,120500,118400,121900,128600,132300,137800,138700,135900,135700,137400,136400,132500,133700,136100,142000,145100,148800,137600,133400,142700,150400,155500,146300,150700,148000,144800,143600,143500,151900,144600,146100,153100,156600
1031,11564,Gallatin,Tennessee,1032,140800,151200,144200,158200,146400,139200,141400,146300,164200,166200,157500,137000,131500,141900,157600,164000,153700,148200,147100,143700,130400,132300,150200,166300,164900,162400,150400,152800,146400,149200,156200,152800,167800,159100,162000,152900,153900,158700,158600,154100,155200,152300,158200,152100,160500,158600,159000,155100,151000,152200,162500,170200,173100,174000,173500,177600,173900,170700,174800,172100,173900,172000,177700,188100,190900,192400,191200,187200,190800,191400,189000,192100,187600,197100,189700,194600,192800,198000,203800,202900,207800,203500,212500,212600,216300,209600,216000,210400,211800,209900,212200,224500,225800,233100,234200,237100,246900,248400,250500,246700,240500,240300,230300,235600,230600,245900,238800,249600,251200,252000,240400,240200,254400,259700,251700,251700,261600,280800,282100,286500,276800,288000,
1032,395625,Clarkston,Michigan,1033,,,,,,,,,,,,,,,,,,,,186300,173200,147800,136300,139100,144200,156500,160800,148900,152200,152300,167700,166300,163800,170400,164300,162600,157900,180000,184300,176000,172200,186800,204500,216500,216200,209500,205800,201900,202800,197600,198200,202400,212400,213800,213700,204700,211900,217300,225900,227800,213500,218900,223100,246100,242000,251600,250800,247200,229900,215200,213700,221000,237400,241900,245500,241300,246500,238500,231100,238900,231100,242700,237400,247400,251700,255900,247900,245300,251300,262700,266100,257700,270500,281700,282400,279700,264400,274000,277900,287800,269200,251400,246000,257400,261300,263900,270300,264900,262600,243000,266000,249400,262200,260300,286600,297400,289400,289500,291400,276600,262000,258600,274000
1033,23770,Bonney Lake,Washington,1034,241800,262300,267800,268200,243500,257500,268100,266300,252300,238700,257300,254300,255900,244700,247600,248600,229200,221400,208000,220400,214300,210100,202500,203800,207700,208700,222900,239700,250100,257600,261500,254400,240600,253200,255300,262300,239900,244900,226400,222500,214000,230100,238900,246900,252300,258100,252600,251400,240600,243000,239000,240300,247500,249800,258500,257700,262400,259900,258700,267000,286700,290000,293700,289500,303900,295100,288900,281700,296200,301300,308700,298300,312100,309000,319200,316900,317800,322000,323600,326400,324100,322700,322500,320600,319100,327300,337000,346800,349000,361900,361000,355700,352600,370300,397600,417400,409100,393700,385300,393500,398600,404300,406100,417300,411000,401600,402300,410600,427400,438800,442800,444500,435300,438100,430000,421400,411600,411100,414700,423800,441300,458700,
1034,52537,Hobbs,New Mexico,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166000,166700,179000,161700,163700,164000,166100,173900,167700,162700,163100,166400,163000,154400,153200,167700,169300,173400,181800,191700,188900,169500,160200,156300,169900,171300,186400,197700,
1035,21995,Lakewood,Ohio,1036,,,,,,,,,,,,,,,,,,,,,80700,87300,83500,89500,79500,78600,69600,84200,95700,93200,88900,92900,93300,95800,93200,99900,100300,94200,93000,101000,103700,100400,101500,104400,114900,107200,107200,103300,106200,119700,124100,130400,117400,114300,109500,114900,115200,123200,127300,119700,118700,109300,119800,111700,123300,120700,122100,118600,121000,120800,116900,118800,126500,131000,127000,126700,128900,141700,140100,144900,133300,138800,136200,143700,142900,132400,127800,121400,137100,141300,153500,152400,156000,159000,165800,172800,165100,177500,168400,175900,161000,165100,166700,163600,161600,159500,163100,162000,164400,176800,180100,179600,174300,183600,186900,179900,167900,165600,173300,179200,187100,192200,204700
1036,15471,East Brunswick,New Jersey,1037,324600,319800,320700,329100,300700,305500,292300,305300,301100,298800,286900,276100,282800,310100,284500,261900,250800,288500,295900,299500,281700,262700,249300,258400,272700,293600,277500,268300,237100,260200,270400,289500,281300,268500,261400,262200,290200,295800,301800,301700,322800,335100,324600,309700,298500,307200,306000,306000,300600,294600,288200,291600,310900,309900,305800,286300,287700,273500,270700,278200,317100,323500,314900,284300,269000,257100,251500,251600,265700,265200,278900,263400,267100,258000,260900,272600,272600,263600,253800,268600,270700,275300,263100,269600,277600,289700,289300,267000,259400,268700,298100,310300,292300,281600,249800,280900,285700,317500,318400,311400,308900,309300,317200,319100,307300,313600,313800,306200,281600,294300,321500,342900,340900,331800,335900,325500,326000,316800,323400,332800,342800,353300,384100
1037,17150,Brea,California,1038,509700,526100,498400,490900,457500,454400,454400,484900,495500,479800,485900,478500,486200,456100,449100,447400,448400,433100,421100,429000,447200,446800,421400,411800,402600,417900,423700,451400,458100,419700,400900,427200,482400,490000,469600,474200,480100,515300,523700,555100,553600,569000,548200,553600,554900,586900,567800,568100,564900,602200,595500,591800,574800,560200,559900,553600,572900,566800,580000,584000,599900,599400,609300,615600,639000,646000,642200,629700,631800,625200,624200,619000,630600,640000,641500,636700,629900,638600,646500,660400,649000,664500,655000,653400,617600,608400,626400,677600,682400,660500,640800,651600,667100,683000,686300,696500,706600,705900,704900,694100,708100,697500,696600,711500,716700,699700,673600,675000,673600,671600,685100,701900,720000,707200,689400,705800,,,,,,,
1038,43088,Wylie,Texas,1039,142700,143000,142500,142000,143900,141700,139800,138400,137400,137400,136400,142500,145900,140200,136300,131400,137500,132600,134100,128000,130900,130900,137500,141800,144000,143700,141200,145800,144300,143500,143700,146400,151100,155800,156600,161200,155800,156800,150900,152900,157000,160000,162600,161900,161900,169200,173400,178600,170900,163100,165000,169400,176200,172600,173000,175800,182700,191700,191800,189900,185000,197800,200200,202200,195000,196600,201500,201000,201500,198300,202500,205500,209200,211300,211200,219300,218200,225300,224000,233300,234100,234300,233900,232600,235700,235700,242400,242200,242200,243700,243400,243700,241800,246200,249400,250200,252900,252300,253200,247100,253500,254100,255200,255100,259500,263700,260900,263600,257600,264100,261400,266800,260600,259300,260600,262800,261900,265900,269000,270000,267200,264400,269500
1039,50800,Auburn,California,1040,282900,278700,295300,284100,285100,258200,273400,281900,296800,288400,273000,261200,252400,251000,235500,237400,223400,224300,216500,228600,242800,254900,254100,257200,270500,261500,254400,243300,251700,249600,235800,239300,255700,263300,276000,274500,276900,269700,272400,264300,274600,289300,313700,313200,309000,311400,316300,318600,330200,339100,333700,323300,320400,321300,323400,319700,322800,339500,352400,362900,350600,346500,340900,339500,337000,339600,357300,370200,370100,368800,355900,363100,370300,355300,356600,353200,379200,373000,371300,383200,380900,378400,384500,401400,416500,407100,409200,405300,426200,432200,432300,423100,431000,434100,435400,423800,420200,426400,437600,458900,462600,469600,456800,460400,462500,448600,450900,442300,444500,451200,460100,480300,474600,473100,471400,448100,442900,435200,452100,461700,464400,453100,
1040,3701,Bloomfield Hills,Michigan,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313000,317300,310300,315500,308900,315800,321000,328600,328700,346100,350400,350600,327900,333400,336400,352000,351300,347700,320100,324100,318900,340600,334100,339600,349000,347400,356800,345300,349300,338100,341000,341800,337100,338900,335500,343000,349900,349600,356500,369900,385400,388200,380800,365200,377100,364700,392000,387900,399600,388800,375400,363300,355400,390800,416100,426800,408100,414500,407700,406300,391900,392200,393600,391200,392000,427500,418700,415600,371200,391000,406600,420400,424800,423600,412300,388800,385800,401000,375200,382200
1041,20022,Port Richey,Florida,1042,68100,63600,62100,58100,60300,60200,62700,58900,55300,50900,49900,49700,46600,45800,43500,43900,43800,42900,43200,42600,43500,47000,46900,49300,48300,49000,47800,45900,45500,45500,46500,48300,46800,45900,44700,45900,46900,48400,49400,49200,48700,47200,47900,48500,49700,49200,49200,49900,50800,53100,53500,52900,50900,51200,51400,51100,51600,52600,53600,53900,52800,52800,52900,55400,57000,58000,59200,60100,60000,60000,62800,64800,68400,67500,70600,70700,74600,75000,75300,77800,80400,87900,85600,91100,85300,88600,83500,86400,86800,93500,95100,98600,96700,105900,104800,110200,104000,108600,106200,109700,110000,112100,113900,113400,114700,117400,123100,123300,125300,122700,122700,121000,121200,121200,121900,123600,123600,131300,130100,136800,128000,131900,
1042,11664,Granbury,Texas,1043,157000,147400,145200,145100,146500,161100,166200,178700,156900,163400,167200,175400,176400,172900,185000,183400,171600,166600,161500,163400,169100,172700,191200,170000,159400,144100,151100,158600,150800,157900,157800,160800,164500,171700,175800,172100,171200,175600,177600,178000,170900,171600,165400,165200,166000,168300,170700,166600,164000,170000,174300,169300,164600,163300,169300,170200,171900,167700,167500,170100,180200,173800,170100,162800,166700,169700,175400,181200,179900,189700,196300,209300,205300,202300,184500,183400,192200,207300,216700,209300,211600,204300,210000,202200,209600,211200,226200,231400,238500,230900,221400,222500,225900,228100,223200,223300,222300,233600,232200,243300,235600,242300,240300,244200,239700,247200,239000,239000,222000,219300,229500,246800,265000,265800,261700,255500,248300,245100,256100,261400,261800,270700,
1043,45983,Kapolei,Hawaii,1044,451100,416000,451200,424900,457200,422400,472900,456100,458800,432300,451900,426000,428300,421400,443500,454400,443800,435200,426600,406200,414900,425800,436800,442700,448800,474300,468800,440900,421100,409800,428600,442600,443400,431300,414800,445000,447700,468200,464400,501900,503800,496800,458900,461200,429000,449500,408100,479200,486000,537000,498300,499000,506700,485900,492700,469000,489900,475500,490900,498000,477000,508200,514200,531000,516200,508600,513900,505700,514600,527000,530400,548400,548300,559500,555500,564700,548500,551200,561700,572200,571300,566900,574900,579100,580200,579600,558300,559300,529700,559500,561800,602300,610900,612400,604600,584400,586800,614800,616900,612300,574800,597000,588400,600800,582600,575400,561100,551600,552600,539600,559700,574300,593200,601100,611500,620700,611200,603300,578700,607900,598300,627900,634700
1044,4622,Evans,Georgia,1045,181500,199800,205700,212500,196800,201500,212800,219500,210800,203100,209700,205500,206000,201600,210200,204500,198600,193300,191200,191300,180700,195000,190200,198200,176600,170500,188300,190400,202300,199200,205000,198500,186800,187700,192900,197400,189300,199500,197500,210900,197700,198800,196500,208600,213500,222600,215900,223800,207500,205600,192100,197100,199900,202000,206500,210300,229700,233500,228600,208900,210300,226200,232200,227500,219200,219000,221800,220400,212600,212100,214800,220400,220000,214900,213700,214600,232400,236900,244100,225400,222800,216600,223400,227600,236300,237700,239400,241400,249000,245000,241000,232300,236600,234100,246600,248100,248800,239800,245500,255100,253900,251800,246100,248800,253000,254000,251800,249500,252000,254400,253500,245800,253200,251600,258500,246800,249200,248100,260000,265000,265500,269400,266700
1045,11921,Hilo,Hawaii,1046,252100,250700,258300,242300,241700,230200,225300,238000,226300,249500,251500,288600,299400,311500,265300,229900,212200,227900,221500,217800,212500,214300,196300,207100,221900,244400,217600,204700,190500,205200,219800,241500,222000,219400,214100,235000,242400,247600,259000,262800,238800,232800,215400,241800,241200,259100,251800,281900,291400,292100,254900,230600,226800,232300,240200,241500,222400,216200,212500,242800,277700,285600,288900,264000,272100,282100,286300,285600,277300,288900,299800,294700,277800,259600,263900,272400,263300,260300,214000,232100,239200,279200,277300,272200,304100,320500,321600,293200,282300,292800,298000,297000,281800,285300,268600,276600,273800,291400,295100,302300,312600,304300,307600,301200,319500,304300,325800,325300,339300,330100,337700,331500,330700,340500,364500,366200,343800,330100,329100,332700,391800,399900,411900
1046,34266,Thibodaux,Louisiana,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155500,145100,141800,144100,151700,158700,162200,162100,167400,151700,159700,164600,176900,177300,166500,174100,164800,172800,166100,168500,164400,171500,187300,182800,183000,177900,183200,181400,175700,172800,174400,175000,175000,166200,156800,162100,170800,180400,189300,192500,195400,193600,182800,180600,171200,177600,174400,178600,186700,230000
1047,51952,Evesham Township,New Jersey,1048,238300,255200,261500,250200,223300,214700,230600,241600,247200,238900,248600,249400,242300,238600,244700,248000,243000,236700,254200,252600,247000,242200,236400,239100,221100,234200,223500,237400,234400,241100,231500,234500,245400,248800,261000,256200,254700,238600,230000,229900,222400,221900,219200,224000,229000,227800,221600,225900,238600,223100,228400,212800,233600,226900,234800,225700,225200,219400,233700,241100,230900,224300,218700,212200,211900,210800,230800,236700,235500,238800,240700,237300,231600,211600,210100,205500,221000,228700,239800,241200,239500,242200,235100,240800,230800,237000,237100,253600,247200,240000,229400,229500,232600,240700,242900,237300,227900,218900,220700,226400,232200,238700,236900,234100,229500,224000,224200,217800,225000,238500,260400,265900,266600,257300,258300,262100,260700,255200,264000,258000,268300,255800,268300
1048,18800,Katy,Texas,1049,144000,138700,136800,145600,153800,150900,146800,141800,144700,145200,149700,151900,173200,185400,178300,149200,131700,136500,140400,150100,151800,162700,158800,161200,158800,153200,146800,136200,139000,145500,152800,151400,148300,140900,145100,139100,138300,131300,148800,156600,170300,163000,165300,161400,165700,164200,174500,169900,178000,166800,178700,179500,186900,181100,180800,183600,183500,201600,206100,206100,192900,190000,195600,187600,186100,184100,192400,201900,206800,207500,207400,214300,217500,220200,208500,212600,208300,221800,228000,228500,224300,218000,217400,225200,233400,244400,234800,224600,221600,232700,238400,243200,240600,246000,234900,264000,260500,267300,242900,254700,256500,246200,234500,229100,239800,254800,261000,288800,277000,287700,256200,261400,251100,261800,249900,251300,243600,253300,257400,270700,288800,288400,283500
1049,181663,Fuquay Varina,North Carolina,1050,191600,198000,199000,177200,168300,169100,176000,173100,176900,159800,150000,142700,148600,164600,158400,166100,165400,171200,167200,167200,158100,162900,166100,179300,178400,173500,156300,156600,161200,174500,173700,160000,162000,154500,166900,167400,176800,167800,162700,160600,167600,170300,175500,175800,180400,176900,182800,179300,173500,172600,176600,183900,181800,180500,177300,175100,173500,173600,176900,179800,183900,182400,183200,188000,198700,203600,199400,199200,195200,204300,204500,220900,222000,215400,203300,203200,211200,220100,223400,224800,227300,219700,218600,217100,221800,229300,235100,236400,231300,225800,224600,231600,233900,249400,236300,234600,223800,241600,248300,245500,238300,234000,246100,248300,251900,250300,253600,257000,261900,267000,268000,259700,255200,255600,260900,261100,266400,268600,269100,269800,269900,274600,270300
1050,51701,Desert Hot Springs,California,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111800,113200,115000,121800,130500,128900,125000,119400,121800,118100,120700,134400,141100,145200,137700,136100,134100,133300,137400,144400,143200,142300,133000,136100,140900,146700,151000,154700,157400,154700,150400,150000,153400,158500,160600,157900,160200,162500,166700,162600,163400,167200,173200,170800,173300,175500,188000,192700,191700,190000,185600,187300,190400,197700,204000,204900,201300,199700,203700,208900,206100,201400,196700,204000,202100,207800,203600,210300,215300,218700,222800,220600,219600,218200,222800,227900,223000,216700,213000,217100,222800,234300,250700
1051,46291,Logan,Utah,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134100,136100,136700,141000,145900,149400,143900,139100,136200,132100,134200,134200,141100,145000,144500,145800,143600,141000,139600,135700,135700,139500,144600,152500,147500,151200,150900,156400,151500,150700,147400,150500,146500,146700,146900,150900,154500,150100,149100,147600,150000,153800,155100,165600,165700,166900,160800,157900,161600,164100,164900,160400,162100,162900,174200,177400,185300,182800,180100,174800,173600,174600,182000,185000,192600,194200,194300,193400,191600,192300,192800,196500,200400,196500,199900,204100,214000,219100,225500,229900,237100,229400,220200,205800,209300,215900,228500,222400,223500,216700,229700,247600,255100,257800
1052,55287,Yorktown,Virginia,1053,269900,273700,288500,286000,296000,298700,311700,298100,301700,283000,309700,292600,303600,310200,311400,277500,251700,249100,268400,272400,284400,268100,262300,233400,261900,292000,297900,294500,291200,287700,292300,259300,263700,273400,281700,313300,313400,311800,297700,266500,271500,261000,290400,287000,281900,252200,248500,237500,264100,266600,289200,268200,269200,274700,292100,293900,296300,286500,275500,263300,266700,284700,285000,256300,251100,251000,286000,281100,288000,293800,304400,306600,310000,300900,280700,276200,302100,311200,287900,262000,248600,272100,282200,297800,298000,301200,305100,312800,296700,278700,276900,289200,305600,303500,298900,300300,299000,327500,327700,321800,295800,303800,304000,303600,297500,300300,272900,272600,265200,290900,294700,288800,297800,285400,307500,303600,320100,299500,279500,285400,306900,361000,370700
1053,20414,Seguin,Texas,1054,,,,,,,,,,,,,,,,,,,,153000,143300,130500,131700,140600,144600,145700,143200,138200,139100,135900,147500,157100,155300,149200,149500,148000,146600,135200,140700,139100,138700,149800,152600,152400,136700,137500,144800,144200,137700,137800,143000,157100,162700,171500,169300,166900,166000,166700,168400,167300,179300,196800,203700,192300,177200,177600,179800,176400,175000,175500,168500,165900,163800,172100,163100,164200,164200,175600,191100,198300,212000,207300,204600,200500,194300,186800,186500,194700,202900,192200,188200,190200,197000,197900,192000,189000,193100,195300,190800,188000,188100,193100,191300,195200,190800,193100,205100,219200,222000,218600,204200,194000,191700,204400,230300,233200,230200,210200,210900,209100,225700,213000,
1054,37464,Blue Springs,Missouri,1055,125000,119600,119500,128200,131800,136100,140700,141700,133400,122400,124300,125300,127900,117900,121400,113800,117900,118000,115000,114400,110700,115400,117500,118900,122800,123600,123100,119000,118000,120800,125500,126700,125400,128400,127500,129600,120200,116800,117100,120100,134400,132700,132400,122900,126500,130600,131800,127300,127500,127900,127600,135700,136000,137800,131800,131200,132700,133300,135400,137300,137300,137300,136700,140000,143700,145500,145500,149500,148100,145900,138400,142500,148100,149600,149300,146400,151000,153400,157300,155500,158800,151900,152600,154300,164500,171900,171300,168800,164900,163700,163400,167200,166000,169900,172100,174800,170200,174900,178400,183600,174900,174800,175100,176000,176600,176900,188200,187400,189000,180500,188700,192200,195500,189000,185000,186000,191000,194400,196800,197900,204300,211000,
1055,30953,Clovis,New Mexico,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000,158800,173800,174400,171300,165300,167500,162500,158400,153200,161800,160500,162800,159800,157600,157400,159600,163700,161900,161200,156100,156900,158600,162900,158500,159600,163100,165100,164400,159100,150000,152200,161700,173800,163500,156200,154000,155900,149700,152100,154200,148700,144300,133900,148200,144300,150800,148900,157800,160100,166400,150300,148800,125800,129700,135800,144800,158800,150100,155200,147500,141000,141300,139200,143500,140300,141300,142500,142400,138900,148100,147100,143300,148300,148900,154000,143500,147400,154300,155000,157500,154800,160400,152900,147800,144900,153800,157000,160500,162400,174800
1056,39176,Jonesboro,Georgia,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53300,60000,61600,60900,54400,53700,54800,58200,58000,55900,57100,58400,58100,57200,57100,56700,59100,60400,62200,64600,65200,72500,68300,68700,66900,67400,65700,61800,63600,75500,80300,78900,70100,68900,78500,73800,72800,66300,68900,72500,74400,78300,73200,71500,72100,75800,81200,75300,77900,88400,98800,100800,90600,92500,93800,94500,99600,97400,101300,99400,101400,103800,109600,118300,122700,118800,121800,131300,136500,140200,135200,135800,139500,141000,143600,138300,134700,139100,147000,148700,147100,150100,
1057,33953,Shakopee,Minnesota,1058,188900,177000,169800,148300,169900,168500,168700,174900,192400,218800,207900,200400,187400,188800,172900,156100,141400,146000,153500,159300,168100,165200,166200,169800,172400,161500,148700,145600,163100,168100,160400,157600,171700,181800,177900,169500,171200,179200,181200,190900,184400,187200,192100,205400,197300,190200,190500,214100,206100,202100,178500,178800,181400,206000,215000,216400,195000,196500,213700,226400,232400,213400,209100,203600,208300,209500,210600,208900,216300,205200,208100,202400,209300,202900,213600,222400,237400,233500,223000,223300,222500,233100,222600,223700,244500,252900,248800,223900,217600,219000,223500,223000,228000,227600,232800,232300,245900,265700,271400,260900,245200,237300,228300,225300,232500,245100,251900,246000,249000,258700,258500,249600,237300,265300,278700,277300,260800,256600,267600,273200,293300,307700,294300
1058,48438,West Seneca,New York,1059,,,,,,,,,121500,122400,126900,125700,120800,120400,115500,128700,128200,134800,125200,127300,124600,118700,115100,113100,115300,113400,113500,108000,112100,116000,123300,122200,120600,121100,124300,128700,132000,127500,125600,127400,128700,126800,124200,122400,121800,120000,123600,123800,126400,120900,121100,121000,123900,122500,123200,128000,127800,130600,125500,131800,126300,134800,130300,133200,131200,135500,137100,136600,136300,133500,134600,130500,137700,139800,144400,143100,139200,137800,133400,133700,132900,136800,140600,139500,139400,142500,147700,148600,142800,144500,144600,141100,139100,139200,145000,147500,146700,146600,141200,140300,144700,146900,156400,157600,163600,160500,152500,150100,149500,151400,154800,157700,166100,160400,159500,163000,168600,173300,170700,170000,164100,158600,161800
1059,24117,Cleveland Heights,Ohio,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73200,78600,74300,74900,79600,84900,88900,83500,87400,83700,88700,86700,90700,93700,91700,96100,94000,97800,92800,90100,83200,88300,87000,94500,88600,91700,97600,94600,102300,96600,101300,97400,96500,92900,92100,94100,100500,103800,103300,100900,106300,108100,112300,107900,110300,107500,99900,104700,110300,117400,109600,100600,116800,127400
1060,10552,Bridgewater Township,New Jersey,1061,383600,380900,399100,416600,423300,419000,401300,401200,398000,383100,390100,363700,375300,380900,398900,394400,419900,420300,411800,364600,364700,379700,396300,397600,355900,328000,312800,346300,346100,357700,359900,368800,396200,406600,420400,392900,377900,387700,379700,393000,393300,389500,377900,367300,394100,401700,406600,389600,386900,388100,412800,417700,410000,408600,409400,400900,394500,399000,412000,418100,410000,423000,430700,418600,389100,365900,382300,400300,402900,386300,391800,393200,398600,368100,354300,406100,428200,442800,396700,389000,378500,387000,390000,407100,412600,422600,416400,404600,406500,406500,417300,423600,427800,408600,390000,387000,414200,404400,413000,414600,426300,425900,406100,409000,402200,413900,409300,400800,425500,414700,424600,390200,423400,435800,438400,420600,420000,417700,447400,444000,455600,435400,471500
